year,STNAME,CTYNAME,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,GQESTIMATES,RBIRTH,RDEATH,RNATURALINC,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG
2020,Illinois,Fulton County,33690,-550,297,479,-182,2,-368,-366,-2,2685,8.7442955984,14.102752834,-5.358457235,0.0588841454,-10.83468276,-10.77579862
2020,Illinois,Gallatin County,4793,-40,33,78,-45,0,6,6,-1,25,6.8564305007,16.206108456,-9.349677956,0.0,1.2466237274,1.2466237274
2020,Illinois,Greene County,12702,-220,133,177,-44,0,-177,-177,1,284,10.380892913,13.815173275,-3.434280362,0.0,-13.81517328,-13.81517328
2020,Illinois,Grundy County,50993,-38,560,451,109,12,-160,-148,1,254,10.977809143,8.8410570062,2.1367521368,0.2352387673,-3.136516898,-2.901278131
2020,Illinois,Hamilton County,8084,-49,81,117,-36,3,-16,-13,0,117,9.9895171733,14.429302584,-4.43978541,0.3699821175,-1.97323796,-1.603255843
2020,Illinois,Hancock County,17422,-278,179,218,-39,1,-237,-236,-3,223,10.193041399,12.413871647,-2.220830249,0.0569443654,-13.49581459,-13.43887022
2020,Illinois,Hardin County,3808,-40,33,68,-35,0,-5,-5,0,17,8.6206896552,17.76384535,-9.143155695,0.0,-1.306165099,-1.306165099
2020,Illinois,Henderson County,6535,-174,62,92,-30,1,-144,-143,-1,51,9.362730293,13.893083661,-4.530353368,0.1510117789,-21.74569616,-21.59468439
2020,Illinois,Henry County,48411,-522,479,614,-135,-2,-384,-386,-1,722,9.8413872452,12.615055884,-2.773668639,-0.041091387,-7.889546351,-7.930637738
2020,Illinois,Iroquois County,26711,-382,292,341,-49,0,-331,-331,-2,468,10.854211583,12.675637499,-1.821425916,0.0,-12.30391792,-12.30391792
2020,Illinois,Jackson County,56675,-169,605,509,96,121,-387,-266,1,3587,10.659008624,8.9676618011,1.691346823,2.1318017248,-6.81824188,-4.686440155
2020,Illinois,Jasper County,9465,-153,116,97,19,2,-172,-170,-2,54,12.157417597,10.166116439,1.9913011581,0.2096106482,-18.02651575,-17.8169051
2020,Illinois,Jefferson County,37235,-400,423,467,-44,10,-367,-357,1,2143,11.299585949,12.474956591,-1.175370642,0.2671296915,-9.803659677,-9.536529985
2020,Illinois,Jersey County,21616,-51,211,220,-9,5,-48,-43,1,795,9.7497862902,10.165653952,-0.415867662,0.2310375898,-2.217960862,-1.986923272
2020,Illinois,Jo Daviess County,21239,15,156,267,-111,-3,130,127,-1,167,7.3475731814,12.575654099,-5.228080918,-0.141299484,6.1229776511,5.9816781669
2020,Illinois,Johnson County,12358,-22,100,154,-54,1,32,33,-1,1272,8.0847279489,12.450481041,-4.365753092,0.0808472795,2.5871129436,2.6679602231
2020,Illinois,Kane County,531010,-1283,6211,3815,2396,-24,-3664,-3688,9,6819,11.682464923,7.1757532895,4.5067116335,-0.045142354,-6.891732648,-6.936875002
2020,Illinois,Kankakee County,108594,-975,1205,1280,-75,14,-914,-900,0,6270,11.046786119,11.734345421,-0.687559302,0.128344403,-8.379056027,-8.250711624
2020,Illinois,Kendall County,130638,1738,1482,660,822,62,854,916,0,208,11.420292982,5.0859604374,6.3343325448,0.4777720411,6.580924566,7.058696607
2020,Illinois,Knox County,49053,-616,530,617,-87,54,-580,-526,-3,3931,10.737221693,12.499746764,-1.76252507,1.0939810782,-11.75016714,-10.65618606
2020,Illinois,Lake County,693593,-3541,6927,5168,1759,542,-5843,-5301,1,18830,9.9616962927,7.4320840826,2.52961221,0.7794484467,-8.402799399,-7.623350952
2020,Illinois,LaSalle County,107571,-946,1059,1270,-211,8,-743,-735,0,3384,9.8015623265,11.754470401,-1.952908074,0.074043908,-6.876827959,-6.802784051
2020,Illinois,Lawrence County,15467,-198,143,220,-77,-1,-120,-121,0,2419,9.1866889374,14.133367596,-4.946678659,-0.06424258,-7.709109598,-7.773352178
2020,Illinois,Lee County,33647,-414,326,428,-102,0,-311,-311,-1,3033,9.6295858687,12.642523779,-3.01293791,0.0,-9.186506764,-9.186506764
2020,Illinois,Livingston County,35414,-143,427,389,38,4,-185,-181,0,2310,12.033083936,10.962224007,1.0708599287,0.1127220978,-5.213397021,-5.100674924
2020,Illinois,Logan County,28383,-250,287,317,-30,9,-227,-218,-2,4142,10.067349516,11.119685702,-1.052336186,0.3157008559,-7.962677143,-7.646976287
2020,Illinois,McDonough County,29295,-497,246,308,-62,55,-487,-432,-3,3326,8.3267046897,10.425305059,-2.098600369,1.8616616176,-16.48416741,-14.6225058
2020,Illinois,McHenry County,305888,-1551,2957,2389,568,-28,-2092,-2120,1,1648,9.6424908735,7.7902978346,1.8521930389,-0.091305291,-6.821809573,-6.913114864
2020,Illinois,McLean County,171256,-16,1752,1318,434,323,-781,-458,8,10506,10.229820628,7.6957212257,2.5340994021,1.8859772048,-4.560211136,-2.674233931
2020,Illinois,Macon County,103015,-997,1234,1245,-11,20,-1003,-983,-3,4009,11.921150381,12.027416714,-0.106266332,0.1932115135,-9.689557401,-9.496345887
2020,Illinois,Macoupin County,44567,-512,451,603,-152,4,-363,-359,-1,863,10.06179863,13.452914798,-3.391116168,0.0892398992,-8.098520849,-8.00928095
2020,Illinois,Madison County,262635,-974,2754,3027,-273,41,-754,-713,12,3950,10.466627648,11.504169169,-1.037541521,0.155821254,-2.865590867,-2.709769613
2020,Illinois,Marion County,37045,-264,455,418,37,10,-311,-301,0,759,12.238749765,11.243510773,0.9952389918,0.2689835113,-8.365387202,-8.09640369
2020,Illinois,Marshall County,11309,-154,122,139,-17,1,-138,-137,0,255,10.714913051,12.207974706,-1.493061655,0.0878271562,-12.12014755,-12.03232039
2020,Illinois,Mason County,13173,-214,127,178,-51,0,-163,-163,0,206,9.563253012,13.403614458,-3.840361446,0.0,-12.27409639,-12.27409639
2020,Illinois,Massac County,13636,-136,136,182,-46,0,-90,-90,0,292,9.924109749,13.280793929,-3.35668418,0.0,-6.567425569,-6.567425569
2020,Illinois,Menard County,12068,-130,104,148,-44,0,-87,-87,1,154,8.5716640567,12.198137311,-3.626473255,0.0,-7.170526663,-7.170526663
2020,Illinois,Mercer County,15225,-265,139,179,-40,2,-227,-225,0,185,9.0509523034,11.655542894,-2.604590591,0.1302295295,-14.7810516,-14.65082207
2020,Illinois,Monroe County,34739,1,383,348,35,4,-38,-34,0,343,11.025231372,10.017703701,1.007527671,0.1151460195,-1.093887186,-0.978741166
2020,Illinois,Montgomery County,28045,-356,287,391,-104,0,-252,-252,0,2451,10.16901109,13.853948907,-3.684937817,0.0,-8.928887787,-8.928887787
2020,Illinois,Morgan County,33400,-279,318,386,-68,29,-241,-212,1,3328,9.481357802,11.508817961,-2.027460159,0.8646521266,-7.185557328,-6.320905201
2020,Illinois,Moultrie County,14347,-117,160,152,8,2,-126,-124,-1,395,11.106868904,10.551525459,0.5553434452,0.1388358613,-8.746659262,-8.607823401
2020,Illinois,Ogle County,50306,-354,526,520,6,14,-374,-360,0,526,10.419349088,10.300497197,0.1188518907,0.2773210784,-7.408434523,-7.131113444
2020,Illinois,Peoria County,177652,-1707,2411,1920,491,187,-2374,-2187,-11,4811,13.506586632,10.755971105,2.7506155273,1.047586769,-13.29931011,-12.25172334
2020,Illinois,Perry County,20664,-271,173,244,-71,6,-205,-199,-1,2472,8.3175076324,11.731051227,-3.413543595,0.2884684728,-9.856006154,-9.567537681
2020,Illinois,Piatt County,16355,-36,180,189,-9,-1,-25,-26,-1,72,10.993709155,11.543394613,-0.549685458,-0.061076162,-1.526904049,-1.587980211
2020,Illinois,Pike County,15239,-335,203,187,16,0,-349,-349,-2,488,13.176256775,12.137734073,1.0385227015,0.0,-22.65277643,-22.65277643
2020,Illinois,Pope County,4142,-34,27,35,-8,0,-27,-27,1,272,6.4919451791,8.4154844915,-1.923539312,0.0,-6.491945179,-6.491945179
2020,Illinois,Pulaski County,5201,-108,42,67,-25,2,-84,-82,-1,21,7.9923882017,12.749762131,-4.75737393,0.3805899144,-15.9847764,-15.60418649
2020,Illinois,Putnam County,5716,-29,37,65,-28,1,-3,-2,1,2,6.4566791728,11.342814763,-4.88613559,0.1745048425,-0.523514528,-0.349009685
2020,Illinois,Randolph County,31351,-374,292,422,-130,12,-256,-244,0,4313,9.2586720781,13.38068362,-4.122011542,0.3804933731,-8.117191959,-7.736698586
2020,Illinois,Richland County,15507,-12,165,196,-31,1,19,20,-1,364,10.636240572,12.634564559,-1.998323986,0.0644620641,1.2247792174,1.2892412815
2020,Illinois,Rock Island County,140907,-868,1686,1536,150,181,-1199,-1018,0,4586,11.928598213,10.867335027,1.0612631862,1.2805909113,-8.483030402,-7.20243949
2020,Illinois,St. Clair County,258046,-1843,2985,2926,59,82,-1984,-1902,0,4561,11.526542906,11.29871509,0.2278278162,0.3166420497,-7.661193007,-7.344550957
2020,Illinois,Saline County,23182,-358,270,343,-73,0,-284,-284,-1,883,11.557724412,14.682590643,-3.12486623,0.0,-12.15701383,-12.15701383
2020,Illinois,Sangamon County,193882,-1000,2166,2315,-149,139,-992,-853,2,4017,11.143007069,11.909538949,-0.766531881,0.7150867879,-5.103353191,-4.388266403
2020,Illinois,Schuyler County,6738,-91,61,77,-16,16,-90,-74,-1,463,8.9924080489,11.351072455,-2.358664406,2.3586644063,-13.26748729,-10.90882288
2020,Illinois,Scott County,4950,-24,41,53,-12,5,-16,-11,-1,43,8.2627972592,10.681176945,-2.418379686,1.0076582023,-3.224506247,-2.216848045
2020,Illinois,Shelby County,21299,-326,235,276,-41,0,-284,-284,-1,205,10.949585314,12.859938496,-1.910353182,0.0,-13.23269034,-13.23269034
2020,Illinois,Stark County,5262,-50,51,68,-17,1,-34,-33,0,92,9.6463022508,12.861736334,-3.215434084,0.1891431814,-6.430868167,-6.241724986
2020,Illinois,Stephenson County,43831,-540,471,597,-126,17,-430,-413,-1,836,10.680029931,13.537108002,-2.857078071,0.3854787873,-9.750345797,-9.36486701
2020,Illinois,Tazewell County,130777,-1071,1339,1556,-217,33,-889,-856,2,2565,10.197049024,11.849595431,-1.652546406,0.2513089005,-6.770109472,-6.518800571
2020,Illinois,Union County,16498,-195,178,239,-61,3,-136,-133,-1,565,10.725799162,14.401494381,-3.675695219,0.180771896,-8.194992618,-8.014220722
2020,Illinois,Vermilion County,74855,-881,880,981,-101,13,-790,-777,-3,2906,11.687285429,13.028667052,-1.341381623,0.1726530802,-10.49199487,-10.31934179
2020,Illinois,Wabash County,11190,-180,135,134,1,2,-182,-180,-1,88,11.968085106,11.879432624,0.0886524823,0.1773049645,-16.13475177,-15.95744681
2020,Illinois,Warren County,16696,-120,196,189,7,19,-146,-127,0,978,11.697302459,11.279541657,0.4177608021,1.1339221771,-8.71329673,-7.579374552
2020,Illinois,Washington County,13764,-162,146,147,-1,1,-162,-161,0,246,10.545323221,10.617551463,-0.072228241,0.0722282412,-11.70097508,-11.62874684
2020,Illinois,Wayne County,16031,-165,200,224,-24,4,-145,-141,0,76,12.41195271,13.901387036,-1.489434325,0.2482390542,-8.998665715,-8.750426661
2020,Illinois,White County,13364,-210,121,199,-78,2,-134,-132,0,391,8.9835919519,14.774667756,-5.791075804,0.1484891232,-9.948771253,-9.800282129
2020,Illinois,Whiteside County,54656,-559,580,647,-67,4,-495,-491,-1,1011,10.557836008,11.777448098,-1.219612091,0.0728126621,-9.010566938,-8.937754275
2020,Illinois,Will County,688726,-1450,7169,5185,1984,66,-3511,-3445,11,8743,10.398128366,7.520476437,2.8776519289,0.0957283404,-5.092457622,-4.996729282
2020,Illinois,Williamson County,66415,-218,702,849,-147,25,-99,-74,3,1997,10.552582527,12.762311346,-2.20972882,0.375804221,-1.488184715,-1.112380494
2020,Illinois,Winnebago County,281295,-1170,3440,2972,468,187,-1829,-1642,4,4742,12.203774656,10.543493685,1.6602809706,0.6634028665,-6.488576699,-5.825173833
2020,Illinois,Woodford County,38091,-262,405,430,-25,0,-236,-236,-1,1005,10.595991837,11.250065407,-0.65407357,0.0,-6.174454503,-6.174454503
2020,Indiana,Indiana,6754953,23943,80976,67236,13740,8743,1323,10066,137,190123,12.008931064,9.9712567801,2.037674284,1.2966074429,0.1962040086,1.4928114514
2020,Indiana,Adams County,35839,151,631,290,341,5,-194,-189,-1,421,17.643686999,8.1088260377,9.5348609616,0.1398073455,-5.424525005,-5.284717659
2020,Indiana,Allen County,382187,3181,5286,3415,1871,393,897,1290,20,6125,13.888724673,8.9727572377,4.9159674353,1.0325896323,2.3568267181,3.3894163504
2020,Indiana,Bartholomew County,84447,384,1051,790,261,418,-298,120,3,1148,12.474037149,9.3762981425,3.0977390066,4.9611299033,-3.536882084,1.4242478191
2020,Indiana,Benton County,8741,-22,112,92,20,1,-42,-41,-1,92,12.797074954,10.511882998,2.2851919561,0.1142595978,-4.798903108,-4.68464351
2020,Indiana,Blackford County,11782,-5,139,171,-32,3,25,28,-1,163,11.795154652,14.510585939,-2.715431287,0.2545716831,2.1214306929,2.376002376
2020,Indiana,Boone County,69347,1432,776,524,252,57,1128,1185,-5,574,11.306843846,7.6350337311,3.671810115,0.8305284784,16.435721467,17.266249945
2020,Indiana,Brown County,15112,46,117,175,-58,-2,108,106,-2,163,7.753992975,11.59785274,-3.843859765,-0.132546888,7.1575319769,7.0249850885
2020,Indiana,Carroll County,20228,17,198,214,-16,16,18,34,-1,106,9.792527016,10.58384233,-0.791315314,0.7913153144,0.8902297287,1.6815450432
2020,Indiana,Cass County,37388,-222,402,439,-37,82,-267,-185,0,1052,10.720285874,11.706978853,-0.986692978,2.1867249793,-7.120189872,-4.933464892
2020,Indiana,Clark County,119266,1075,1396,1299,97,65,912,977,1,1328,11.757918276,10.940928252,0.8169900235,0.5474675415,7.681390736,8.2288582775
2020,Indiana,Clay County,26246,-55,324,303,21,1,-77,-76,0,341,12.33181723,11.53253278,0.7992844501,0.0380611643,-2.93070965,-2.892648486
2020,Indiana,Clinton County,32206,-92,421,343,78,1,-172,-171,1,831,13.053454049,10.63499938,2.4184546695,0.0310058291,-5.333002604,-5.301996775
2020,Indiana,Crawford County,10629,36,118,128,-10,0,46,46,0,62,11.120535294,12.062953539,-0.942418245,0.0,4.335123928,4.335123928
2020,Indiana,Daviess County,33505,66,573,346,227,10,-170,-160,-1,581,17.118785851,10.336998088,6.7817877629,0.2987571702,-5.078871893,-4.780114723
2020,Indiana,Dearborn County,49824,251,532,497,35,6,209,215,1,530,10.704548427,10.00030182,0.704246607,0.1207279898,4.2053583106,4.3260863004
2020,Indiana,Decatur County,26584,112,315,297,18,11,81,92,2,377,11.87424608,11.195717732,0.6785283474,0.4146562123,3.0533775633,3.4680337756
2020,Indiana,DeKalb County,43670,109,541,431,110,-2,0,-2,1,615,12.403847256,9.8818080728,2.5220391833,-0.045855258,0.0,-0.045855258
2020,Indiana,Delaware County,113454,-315,1064,1266,-202,86,-207,-121,8,8601,9.3652491165,11.143238141,-1.777989024,0.7569656241,-1.821998653,-1.065033029
2020,Indiana,Dubois County,42542,-36,503,446,57,41,-134,-93,0,894,11.818609023,10.479323308,1.3392857143,0.9633458647,-3.148496241,-2.185150376
2020,Indiana,Elkhart County,206161,-107,3098,1817,1281,150,-1539,-1389,1,3691,15.023191871,8.8112135665,6.2119783041,0.7273979279,-7.46310274,-6.735704812
2020,Indiana,Fayette County,22892,-146,271,309,-38,5,-112,-107,-1,392,11.800566079,13.455258001,-1.654691922,0.2177226214,-4.876986719,-4.659264098
2020,Indiana,Floyd County,78936,335,853,817,36,51,248,299,0,1329,10.829202029,10.372166539,0.4570354901,0.6474669443,3.1484667094,3.7959336537
2020,Indiana,Fountain County,16511,86,200,193,7,5,74,79,0,172,12.144765606,11.71969881,0.4250667962,0.3036191402,4.4935632742,4.7971824144
2020,Indiana,Franklin County,22761,-2,264,231,33,4,-39,-35,0,187,11.598277831,10.148493103,1.4497847289,0.1757314823,-1.713381952,-1.53765047
2020,Indiana,Fulton County,20018,-24,241,224,17,7,-47,-40,-1,224,12.031952072,11.183225162,0.8487269096,0.3494757863,-2.34648028,-1.997004493
2020,Indiana,Gibson County,33825,116,412,412,0,37,77,114,2,738,12.201261587,12.201261587,0.0,1.0957443658,2.2803328694,3.3760772352
2020,Indiana,Grant County,65225,-611,765,873,-108,14,-517,-503,0,4798,11.67395335,13.322040882,-1.648087532,0.2136409763,-7.889456055,-7.675815078
2020,Indiana,Greene County,32203,86,360,443,-83,18,152,170,-1,281,11.194029851,13.774875622,-2.580845771,0.5597014925,4.7263681592,5.2860696517
2020,Indiana,Hamilton County,344238,6283,3760,2124,1636,475,4173,4648,-1,1871,11.023273472,6.2269768233,4.7962966492,1.3925677924,12.234074521,13.626642314
2020,Indiana,Hancock County,79553,1394,802,700,102,16,1281,1297,-5,649,10.170437253,8.8769402455,1.2934970072,0.2029014913,16.244800649,16.447702141
2020,Indiana,Harrison County,40682,130,414,395,19,13,97,110,1,461,10.192776424,9.7249919984,0.4677844252,0.3200630278,2.388162592,2.7082256198
2020,Indiana,Hendricks County,173251,3327,1647,1262,385,151,2802,2953,-11,4067,9.5986012967,7.3548481096,2.2437531871,0.8800174838,16.329860858,17.209878342
2020,Indiana,Henry County,48033,8,480,577,-97,2,102,104,1,3557,9.9939619813,12.013575132,-2.01961315,0.0416415083,2.123716921,2.1653584293
2020,Indiana,Howard County,82732,72,995,1016,-21,46,43,89,4,1281,12.032020896,12.285963045,-0.25394215,0.5562542324,0.5199767824,1.0762310148
2020,Indiana,Huntington County,36395,-149,419,420,-1,10,-159,-149,1,1339,11.489052496,11.516472669,-0.027420173,0.2742017302,-4.35980751,-4.08560578
2020,Indiana,Jackson County,44222,43,606,484,122,68,-149,-81,2,595,13.710252146,10.950102374,2.7601497721,1.5384441352,-3.37100259,-1.832558455
2020,Indiana,Jasper County,33440,-76,359,365,-6,1,-72,-71,1,932,10.723460183,10.902682359,-0.179222176,0.0298703626,-2.150666109,-2.120795746
2020,Indiana,Jay County,20416,-30,288,243,45,-6,-70,-76,1,243,14.096226323,11.89369096,2.2025353629,-0.293671382,-3.42616612,-3.719837502
2020,Indiana,Jefferson County,32110,-155,367,378,-11,17,-163,-146,2,2044,11.401941748,11.74368932,-0.341747573,0.5281553398,-5.06407767,-4.53592233
2020,Indiana,Jennings County,27515,-147,313,342,-29,7,-127,-120,2,298,11.345306921,12.396469543,-1.051162622,0.2537289088,-4.603367345,-4.349638436
2020,Indiana,Johnson County,160607,2275,1857,1409,448,180,1648,1828,-1,2418,11.644859989,8.8355453551,2.8093146338,1.1287424868,10.334264546,11.463007033
2020,Indiana,Knox County,36522,-81,398,422,-24,12,-70,-58,1,1882,10.885470085,11.541880342,-0.656410256,0.3282051282,-1.914529915,-1.586324786
2020,Indiana,Kosciusko County,78988,-450,991,786,205,83,-736,-653,-2,1574,12.51057276,9.9226137124,2.5879590471,1.0478078093,-9.291404189,-8.243596379
2020,Indiana,LaGrange County,40119,348,781,283,498,-1,-152,-153,3,325,19.55188384,7.0847415196,12.467142321,-0.025034422,-3.805232194,-3.830266617
2020,Indiana,Lake County,487536,1292,5722,5384,338,87,850,937,17,6490,11.752141141,11.057939165,0.6942019758,0.1786851239,1.7457741995,1.9244593235
2020,Indiana,LaPorte County,109663,-381,1249,1310,-61,37,-362,-325,5,6387,11.369687811,11.924972805,-0.555284993,0.336812209,-3.295297828,-2.958485619
2020,Indiana,Lawrence County,45496,77,514,603,-89,-1,168,167,-1,653,11.307265028,13.265137766,-1.957872738,-0.02199857,3.6957597756,3.6737612055
2020,Indiana,Madison County,129681,265,1377,1554,-177,40,396,436,6,6213,10.629223804,11.995507474,-1.36628367,0.3087646711,3.0567702443,3.3655349155
2020,Indiana,Marion County,966183,2354,13959,8808,5151,3045,-5880,-2835,38,18370,14.465195035,9.1274043892,5.3377906459,3.1554207953,-6.093226363,-2.937805568
2020,Indiana,Marshall County,46108,-89,525,507,18,22,-130,-108,1,671,11.375331781,10.985320405,0.3900113753,0.4766805698,-2.816748822,-2.340068252
2020,Indiana,Martin County,10079,-100,103,115,-12,-1,-85,-86,-2,133,10.168822194,11.353539342,-1.184717149,-0.098726429,-8.391746471,-8.4904729
2020,Indiana,Miami County,35328,-160,352,389,-37,16,-140,-124,1,3343,9.9412562133,10.986217804,-1.044961591,0.4518752824,-3.953908721,-3.502033439
2020,Indiana,Monroe County,148219,41,1234,1029,205,656,-829,-173,9,15006,8.326669973,6.9433901153,1.3832798578,4.4264955448,-5.593848791,-1.167353246
2020,Indiana,Montgomery County,38365,90,431,420,11,21,57,78,1,1175,11.247390397,10.960334029,0.2870563674,0.5480167015,1.487473904,2.0354906054
2020,Indiana,Morgan County,70707,304,747,728,19,39,244,283,2,590,10.587484941,10.318191482,0.269293459,0.552760258,3.4582949472,4.0110552052
2020,Indiana,Newton County,13907,-65,152,158,-6,24,-84,-60,1,169,10.904264859,11.334696366,-0.430431508,1.7217260303,-6.026041106,-4.304315076
2020,Indiana,Noble County,47832,-75,628,495,133,34,-242,-208,0,823,13.119000616,10.340613543,2.7783870732,0.7102643646,-5.055411066,-4.345146701
2020,Indiana,Ohio County,5892,-16,56,82,-26,3,8,11,-1,52,9.4915254237,13.898305085,-4.406779661,0.5084745763,1.3559322034,1.8644067797
2020,Indiana,Orange County,19651,-6,264,251,13,6,-25,-19,0,258,13.432380177,12.770937214,0.6614429633,0.3052813677,-1.272005699,-0.966724331
2020,Indiana,Owen County,20833,-48,237,281,-44,2,-7,-5,1,197,11.363091528,13.472695018,-2.10960349,0.0958910677,-0.335618737,-0.239727669
2020,Indiana,Parke County,16871,-22,187,193,-6,0,-17,-17,1,1603,11.076886625,11.432294752,-0.355408127,0.0,-1.006989693,-1.006989693
2020,Indiana,Perry County,19154,-30,206,204,2,7,-40,-33,1,1583,10.746517815,10.642182691,0.1043351244,0.3651729355,-2.086702488,-1.721529553
2020,Indiana,Pike County,12378,-5,152,160,-8,3,-2,1,2,213,12.277371673,12.92354913,-0.646177456,0.2423165462,-0.161544364,0.0807721821
2020,Indiana,Porter County,170980,381,1656,1798,-142,31,488,519,4,3421,9.6961464259,10.527579272,-0.831432846,0.1815099874,2.857318512,3.0388284994
2020,Indiana,Posey County,25275,-133,276,290,-14,-1,-119,-120,1,242,10.891225855,11.44367934,-0.552453485,-0.039460963,-4.695854626,-4.735315589
2020,Indiana,Pulaski County,12388,9,119,145,-26,10,24,34,1,193,9.6095611095,11.709129083,-2.099567974,0.8075261437,1.9380627448,2.7455888884
2020,Indiana,Putnam County,37469,-97,376,378,-2,25,-121,-96,1,4827,10.021989738,10.075298194,-0.053308456,0.6663557007,-3.225161591,-2.558805891
2020,Indiana,Randolph County,24191,-342,265,294,-29,15,-324,-309,-4,329,10.877596256,12.067974715,-1.190378458,0.6157129956,-13.29940071,-12.68368771
2020,Indiana,Ripley County,28448,-17,394,327,67,0,-83,-83,-1,449,13.845694305,11.491223446,2.354470859,0.0,-2.916732557,-2.916732557
2020,Indiana,Rush County,16649,44,186,197,-11,6,48,54,1,178,11.186624166,11.848198713,-0.661574547,0.360858844,2.8868707524,3.2477295964
2020,Indiana,St. Joseph County,271484,-211,3508,2640,868,434,-1517,-1083,4,11614,12.91655237,9.720552525,3.1959998454,1.5979999227,-5.585635674,-3.987635752
2020,Indiana,Scott County,23788,-67,264,331,-67,11,-11,0,0,312,11.08242554,13.89501081,-2.81258527,0.4617677308,-0.461767731,0.0
2020,Indiana,Shelby County,44871,100,488,477,11,37,51,88,1,683,10.887753508,10.642332835,0.2454206733,0.8255059013,1.1378594855,1.9633653868
2020,Indiana,Spencer County,20225,-48,182,250,-68,-1,21,20,0,368,8.9880981777,12.346288706,-3.358190528,-0.049385155,1.0370882513,0.9877030964
2020,Indiana,Starke County,23049,38,270,315,-45,1,81,82,1,16,11.723838472,13.67781155,-1.953973079,0.043421624,3.5171515415,3.5605731654
2020,Indiana,Steuben County,34831,72,381,379,2,23,47,70,0,1311,10.949849116,10.892369593,0.0574795229,0.6610145136,1.3507687886,2.0117833022
2020,Indiana,Sullivan County,20578,-23,211,226,-15,-2,-7,-9,1,2260,10.247941912,10.976468588,-0.728526676,-0.09713689,-0.339979116,-0.437116006
2020,Indiana,Switzerland County,10724,-91,113,124,-11,9,-90,-81,1,107,10.492594828,11.513997864,-1.021403036,0.8356933934,-8.356933934,-7.52124054
2020,Indiana,Tippecanoe County,196115,1234,2142,1304,838,1150,-769,381,15,16552,10.956633827,6.6701449631,4.2864888643,5.8824131193,-3.933544077,1.9488690421
2020,Indiana,Tipton County,15227,94,145,168,-23,11,106,117,0,205,9.5520421607,11.067193676,-1.515151515,0.7246376812,6.9828722003,7.7075098814
2020,Indiana,Union County,7119,-16,70,70,0,7,-23,-16,0,67,9.8218044058,9.8218044058,0.0,0.9821804406,-3.227164305,-2.244983864
2020,Indiana,Vanderburgh County,182447,886,2069,2032,37,116,727,843,6,7069,11.367882025,11.164589789,0.2032922353,0.6373486297,3.9944177051,4.6317663348
2020,Indiana,Vermillion County,15329,-164,172,215,-43,9,-129,-120,-1,209,11.160859127,13.951073908,-2.790214782,0.5839984427,-8.370644345,-7.786645902
2020,Indiana,Vigo County,106608,-350,1115,1254,-139,108,-323,-215,4,9595,10.441736981,11.743442308,-1.301705328,1.0113969452,-3.024826049,-2.013429104
2020,Indiana,Wabash County,30784,-244,303,427,-124,7,-128,-121,1,1843,9.8039215686,13.816087491,-4.012165922,0.2264932376,-4.14159063,-3.915097392
2020,Indiana,Warren County,8194,-68,75,95,-20,2,-50,-48,0,84,9.1152163345,11.54594069,-2.430724356,0.2430724356,-6.07681089,-5.833738454
2020,Indiana,Warrick County,63269,418,612,675,-63,25,458,483,-2,727,9.7050428164,10.704091342,-0.999048525,0.3964478275,7.2629241992,7.6593720266
2020,Indiana,Washington County,28213,150,301,324,-23,0,174,174,-1,261,10.697277703,11.51467766,-0.817399957,0.0,6.183808373,6.183808373
2020,Indiana,Wayne County,65778,-165,770,935,-165,67,-68,-1,1,2705,11.691377988,14.196673272,-2.505295283,1.0173017211,-1.032485329,-0.015183608
2020,Indiana,Wells County,28142,11,335,267,68,11,-68,-57,0,472,11.906242781,9.4894532014,2.4167895794,0.3909512555,-2.416789579,-2.025838324
2020,Indiana,White County,24165,-32,287,298,-11,26,-48,-22,1,307,11.868822629,12.323725239,-0.454902609,1.0752243497,-1.985029569,-0.909805219
2020,Indiana,Whitley County,34378,510,356,339,17,9,488,497,-4,436,10.432845881,9.9346481845,0.4981976966,0.2637517217,14.301204466,14.564956188
2020,Iowa,Iowa,3163561,3965,37068,30857,6211,5511,-7799,-2288,42,96247,11.724523051,9.7599980516,1.9645249991,1.7431166109,-2.466805743,-0.723689132
2020,Iowa,Adair County,7059,-43,98,96,2,2,-46,-44,-1,154,13.84083045,13.558364522,0.2824659275,0.2824659275,-6.496716334,-6.214250406
2020,Iowa,Adams County,3588,-14,36,39,-3,0,-12,-12,1,69,10.013908206,10.848400556,-0.83449235,0.0,-3.337969402,-3.337969402
2020,Iowa,Allamakee County,13642,-29,174,192,-18,25,-35,-10,-1,215,12.741185516,14.05923919,-1.318053674,1.8306301029,-2.562882144,-0.732252041
2020,Iowa,Appanoose County,12430,-95,143,172,-29,5,-71,-66,0,118,11.460629132,13.784812663,-2.32418353,0.4007212983,-5.690242436,-5.289521138
2020,Iowa,Audubon County,5481,-10,58,74,-16,1,4,5,1,116,10.572366023,13.488880787,-2.916514765,0.1822821728,0.7291286912,0.911410864
2020,Iowa,Benton County,25414,-130,284,259,25,7,-161,-154,-1,311,11.146434318,10.165234114,0.9812002041,0.2747360571,-6.318929314,-6.044193257
2020,Iowa,Black Hawk County,130786,-303,1594,1282,312,280,-895,-615,0,4256,12.173747017,9.7909307876,2.3828162291,2.138424821,-6.835322196,-4.696897375
